순번,회사명,공장대표주소,공장대표주소(지번),업종명,전화번호,생산품
3822,(주)해진푸드,부산광역시 남구 양지골로 79 (감만동),부산광역시 남구 감만동 248-28번지,기타 곡물 가공품 제조업 외 5 종,051-941-3388,
3823,(주)해진푸드,부산광역시 남구 양지골로 79 (감만동),부산광역시 남구 감만동 248-28번지,기타 곡물 가공품 제조업 외 5 종,,
3824,(주)해천글로벌,부산광역시 서구 원양로 111 (암남동),부산광역시 서구 암남동 718번지,수산동물 냉동품 제조업,051-253-2501,
3825,(주)해청수산,"부산광역시 서구 원양로 1, B동 3층 303 (암남동, 수산가공선진화단지)",부산광역시 서구 암남동 762번지 수산가공선진화단지 B동 3층 303,기타 수산동물 가공 및 저장 처리업 외 1 종,051-231-5515,
3826,(주)해피앤나이스,"부산광역시 해운대구 센텀동로 99, 12층 1204 (재송동, 벽산e센텀클래스원)",부산광역시 해운대구 재송동 1215번지 벽산e센텀클래스원 12층 1204,액체 여과기 제조업 외 2 종,051-759-6474,
3827,(주)핸드,부산광역시 강서구 녹산산단382로14번길 27 (송정동),부산광역시 강서구 송정동 1737-1번지,침구 및 관련제품 제조업,051-205-3553,
3828,(주)핸드텍,부산광역시 강서구 녹산산업중로 36 (송정동),부산광역시 강서구 송정동 1480-1,그 외 기타 의복액세서리 제조업,051-714-3530,
3829,(주)행복삼하,부산광역시 강서구 녹산산단231로 6 (송정동),부산광역시 강서구 송정동 1575-2번지,셔츠 및 블라우스 제조업 외 2 종,051-831-9987,
3830,(주)행한선박기계,부산광역시 영도구 남항서로82번길 23 (남항동2가),부산광역시 영도구 남항동2가 111-2번지,선박 구성 부분품 제조업,051-417-0203,
3831,(주)향상,부산광역시 강서구 미음동 0 번지 I28 1놋트,부산광역시 강서구 미음동 0 번지 I28 1놋트,강관 제조업 외 1 종,,
3832,(주)향상,부산광역시 강서구 가리새1로17번길 26 (생곡동),부산광역시 강서구 생곡동 1463-3번지,강관 제조업 외 1 종,051-831-1938,
3833,(주)허브플렛폼,부산광역시 사상구 학감대로222번길 83 (주례동) 3층,부산광역시 사상구 주례동 688-11 3층,그 외 기타 달리 분류되지 않은 제품 제조업,,
3834,(주)헤이코,"부산광역시 사상구 낙동대로1348번길 64, 제3동 (삼락동)",부산광역시 사상구 삼락동 390-10번지 제3동,유압기기 제조업 외 25 종,051-304-9358,
3835,(주)헬로준넷,부산광역시 사상구 모덕로108번길 68 (덕포동),부산광역시 사상구 덕포동 365-7,주방용 전기기기 제조업,,
3836,(주)혁성,부산광역시 사하구 을숙도대로755번길 108 (구평동),부산광역시 사하구 구평동 12-10번지,기타 신발 제조업,051-262-1229,
3837,(주)혁신금속,부산광역시 기장군 장안읍 명례산단4로 65-12,부산광역시 기장군 장안읍 장안리 692-8번지,그 외 기타 1차 철강 제조업,051-728-7331,
3838,(주)현대기업,부산광역시 영도구 해양로73번길 67 (청학동),부산광역시 영도구 청학동 12-55번지,목재 깔판류 및 기타 적재판 제조업,051-412-4074,
3839,(주)현대마린테크,부산광역시 영도구 해양로195번나길 37 (동삼동),부산광역시 영도구 동삼동 201-90,선박 구성 부분품 제조업,051-417-6706,
3840,(주)현대사,"부산광역시 서구 구덕로 130, 303호 (토성동5가, 해오름아파트)",부산광역시 서구 토성동5가 34-3번지 해오름아파트 303호,"근무복, 작업복 및 유사의복 제조업 외 11 종",051-242-8804,
3841,(주)현대솔루텍,부산광역시 사하구 다산로53번길 22 (다대동),부산광역시 사하구 다대동 1520-5번지,주형 및 금형 제조업,051-264-6700,
3842,(주)현대식모,부산광역시 강서구 녹산산단382로14번가길 13 (송정동) (총 2 필지) 외 1필지,부산광역시 강서구 송정동 1737-4번지 외 1필지,플라스틱 합성피혁 제조업,051-831-4057,
3843,(주)현대아이티전기통신,부산광역시 강서구 제도로 462-6 (강동동),부산광역시 강서구 강동동 4237 번지,배전반 및 전기 자동제어반 제조업,051-263-1144,
3844,(주)현대알비,부산광역시 기장군 장안읍 명례리 904번지,부산광역시 기장군 장안읍 명례리 904번지,선박 구성 부분품 제조업 외 2 종,051-260-7000,
3845,(주)현대에이치엠씨,부산광역시 강서구 녹산산업북로313번길 14-1 (송정동),부산광역시 강서구 송정동 1621-1번지,기타 물품 취급장비 제조업,051-831-8161,
3846,(주)현대에프앤씨,부산광역시 사하구 장림로93번길 21 (장림동),부산광역시 사하구 장림동 1082-1번지,기타 수산동물 가공 및 저장 처리업,051-264-2348,
3847,(주)현대유압,부산광역시 사하구 다산로 107 (다대동),부산광역시 사하구 다대동 1513-3번지,압축식엔진및모터제조업 외 7 종,051-264-0311,
3848,(주)현대유압,부산광역시 강서구 생곡산단1로 40 (생곡동),부산광역시 강서구 생곡동 102-1번지,기타 물품 취급장비 제조업 외 8 종,051-831-8611,
3849,(주)현대이디에스,부산광역시 기장군 일광면 화용길 53-33,부산광역시 기장군 일광면 화전리 237번지,배전반 및 전기 자동제어반 제조업,051-803-8811,
3850,(주)현대이디에스,부산광역시 기장군 장안읍 에코산단2로 56,부산광역시 기장군 장안읍 기룡리 196-4번지,배전반 및 전기 자동제어반 제조업,051-803-8811,
3851,(주)현대이티에스,부산광역시 강서구 대저로221번다길 31 (대저1동) 외 1필지,부산광역시 강서구 대저1동 507-17번지 외 1필지,전동기 및 발전기 제조업 외 1 종,051-466-1354,
3852,(주)현대전기시스템,부산광역시 사상구 새벽로167번길 56 (감전동),부산광역시 사상구 감전동 123-59번지,배전반 및 전기 자동제어반 제조업 외 2 종,051-315-1271,
3853,(주)현대전기제작소,부산광역시 사하구 을숙도대로755번길 15-4 (구평동),부산광역시 사하구 구평동 101-34번지,배전반 및 전기 자동제어반 제조업 외 1 종,051-418-1701,
3854,(주)현대지게차판매,부산광역시 강서구 과학산단2로43번길 50(지사동),부산광역시 강서구 지사동 1390-2,건설 및 채광용 기계장비 제조업,051-973-0128,
3855,(주)현대철강,부산광역시 기장군 장안읍 장안리 692-1번지,부산광역시 기장군 장안읍 장안리 692-1번지,그 외 기타 1차 철강 제조업,051-518-4555,
3856,(주)현대테크,부산광역시 강서구 미음국제2로 110 (미음동),부산광역시 강서구 미음동 198-16,자동차용 신품 동력전달장치 제조업,051-315-1001,
3857,(주)현대특수금속,"부산광역시 사상구 모덕로96번길 96 (덕포동, 현대특수금속)",부산광역시 사상구 덕포동 382-4번지,강주물 주조업,051-303-9684,
3858,(주)현대프라텍,부산광역시 강서구 신호산단3로87번길 9 (신호동),부산광역시 강서구 신호동 206-1번지,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종",051-832-2247,
3859,(주)현대피팅,부산광역시 강서구 과학산단로369번길 21 (지사동),부산광역시 강서구 지사동 1202-5번지,강관 제조업 외 2 종,051-831-0891,
3860,(주)현대피팅,부산광역시 기장군 장안읍 명례산단5로 101,부산광역시 기장군 장안읍 장안리 692번지,강관 제조업 외 1 종,051-831-0895,
3861,(주)현대해양개발,부산광역시 영도구 태종로 620 (동삼동),부산광역시 영도구 동삼동 311-3번지,그 외 기타 달리 분류되지 않은 제품 제조업 외 6 종,051-418-0331,
3862,(주)현민화이바,부산광역시 강서구 녹산산업북로313번길 41 (송정동),부산광역시 강서구 송정동 1619-7번지,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",051-262-0455,
3863,(주)현백,부산광역시 강서구 낙동북로43번길 38-16 (강동동),부산광역시 강서구 강동동 107-8번지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,051-337-2578,
3864,(주)현빈씨푸드,"부산광역시 서구 원양로 1, B동 2층 208 (암남동, 수산가공선진화단지)",부산광역시 서구 암남동 762번지 수산가공선진화단지 B동 2층 208,"수산동물 훈제, 조리 및 유사 조제식품 제조업 외 1 종",051-248-4561,
3865,(주)현성테크,부산광역시 사하구 구평동 430번지,부산광역시 사하구 구평동 430번지,자동차용 신품 동력전달장치 제조업 외 1 종,051-262-1691,
3866,(주)현성푸드,부산광역시 강서구 상덕로119번가길 35 (강동동),부산광역시 강서구 강동동 2243-2번지,기타 수산동물 가공 및 저장 처리업,,
3867,(주)현웅디자인,부산광역시 사하구 을숙도대로 651 (신평동),부산광역시 사하구 신평동 569번지,셔츠 및 블라우스 제조업 외 9 종,,
3868,(주)현주사  ,부산광역시 기장군 장안읍 반룡산단로 83,부산광역시 기장군 장안읍 좌동리 958-1번지,기타 가공 공작기계 제조업,051-808-5052,
3869,(주)현준,부산광역시 사상구 학감대로252번길 69 (주례동),부산광역시 사상구 주례동 686-9,공기 조화장치 제조업,051-316-8125,
3870,(주)현진아이엘,부산광역시 강서구 가리새2로 37 (범방동),부산광역시 강서구 범방동 1-334번지,산업용 트럭 및 적재기 제조업,051-710-3333,
3871,(주)현진창호금속,부산광역시 사하구 신산북로49번길 3 (신평동),부산광역시 사하구 신평동 335번지,"금속 문, 창, 셔터 및 관련제품 제조업",051-294-8321,
3872,(주)현텍승강기,부산광역시 사하구 다대로354번안길 69 (장림동),부산광역시 사하구 장림동 454번지,승강기 제조업,051-262-8090,
3873,(주)협동안전,부산광역시 사상구 사상로447번길 52 (모라동),부산광역시 사상구 모라동 709-8번지,간판 및 광고물 제조업 외 1 종,051-303-7757,
3874,(주)협동엔지니어링,부산광역시 강서구 신호산단3로87번길 1 (신호동),부산광역시 강서구 신호동 206-2번지,그 외 기타 특수목적용 기계 제조업 외 1 종,051-831-7200,
3875,(주)협성엠티,부산광역시 동래구 중앙대로 1433 (온천동),부산광역시 동래구 온천동 464-12번지,방송장비 제조업,051-552-8529,
3876,(주)협성임프,"부산광역시 연제구 과정로 279-2, 3층(연산동)",부산광역시 연제구 연산동 370-6 3층,전자부품 실장기판 제조업 외 4 종,051-949-3404,
3877,(주)협성정밀,부산광역시 사상구 가야대로176번길 83 (학장동) 외 2필지,부산광역시 사상구 학장동 278-11번지 외 2필지,선박 구성 부분품 제조업,051-302-2324,
3878,(주)협성터보,"부산광역시 영도구 남항남로 28 (남항동3가, 협성터빈)",부산광역시 영도구 남항동3가 141-79번지,선박 구성 부분품 제조업,051-418-7733,
3879,(주)협성하이테크,부산광역시 강서구 화전산단6로114번길 24 (화전동),부산광역시 강서구 화전동 585-6번지,강관 제조업 외 1 종,051-302-2320,
3880,(주)협신금속,부산광역시 강서구 화전산단5로 8 (화전동),부산광역시 강서구 화전동 595-1번지,볼트 및 너트류 제조업 외 3 종,051-264-7700,
3881,(주)협신산업가스,"부산광역시 사상구 낙동대로 861-20 (감전동, 협신가스산업사)",부산광역시 사상구 감전동 508-9번지,산업용 가스 제조업,051-327-2261,
3882,(주)협신플랜지,부산광역시 사하구 신산로 62 (신평동),부산광역시 사하구 신평동 370-91번지,"탭, 밸브 및 유사장치 제조업",051-291-8462,
3883,(주)협신플랜지,부산광역시 강서구 화전산단3로 120(화전동),부산광역시 강서구 화전동 584-9,"탭, 밸브 및 유사장치 제조업",051-291-8463,
3884,(주)형기술,부산광역시 강서구 과학산단1로 135 (지사동),부산광역시 강서구 지사동 1207-4번지,주형 및 금형 제조업 외 1 종,051-911-0060,
3885,(주)형진목재,부산광역시 강서구 녹산산단381로86번길 14-21 (송정동),부산광역시 강서구 송정동 1644-9번지,일반 제재업 외 1 종,,
3886,(주)혜강메탈,부산광역시 강서구 녹산산단381로40번길 9 (송정동),부산광역시 강서구 송정동 1648-10번지,알루미늄주물 주조업,051-941-3586,
3887,(주)혜강메탈,부산광역시 강서구 녹산산업중로 52-14 (송정동) (총 2 필지),부산광역시 강서구 송정동 1483-8번지,알루미늄주물 주조업,051-941-3586,
3888,(주)혜성마린텍,부산광역시 강서구 녹산산단27로 145 (송정동),부산광역시 강서구 녹산산단27로 145 (송정동),선박 구성 부분품 제조업 외 4 종,051-971-6636,
3889,(주)혜성블루텍,부산광역시 강서구 녹산산단27로 145 (송정동),부산광역시 강서구 송정동 1506-6번지,선박 구성 부분품 제조업 외 3 종,051-971-6636,
3890,(주)혜성정밀,부산광역시 강서구 미음동 0-0번지 국제산업물류도시(1단계) i25B 3L,부산광역시 강서구 미음동 0-0번지 국제산업물류도시(1단계) i25B 3L,주형 및 금형 제조업,051-831-4975,
3891,(주)혜성정밀,부산광역시 강서구 가리새2로 43 (범방동),부산광역시 강서구 범방동 1918-3번지,주형 및 금형 제조업,051-831-4975,
3892,(주)혜인선박,부산광역시 영도구 대평남로51번길 8-5 (대평동2가),부산광역시 영도구 대평동2가 11번지,강선 건조업 외 2 종,051-417-4991,
3893,(주)호길,부산광역시 강서구 대저2동번지 3430,부산광역시 강서구 대저2동번지 3430,금속 주조 및 기타 야금용 기계 제조업,051-941-4061,
